HQURT_NAME,CMDLT_NAME,HSCD,HSCD_CN,REG_DT,REGL_CN,ISO_WD2_NAT_CD,REGL_STR_DE,REGL_END_DE,PROBE_TGT_NAT_NAME
동남아대양주지역본부,알루미늄 압출물(Aluminium Extrusions),760410,"760410,760421,760429,760810,760820,761010,761090",2023-05-19,상계관세(규제중),AU,20101028,20251028,중국
동남아대양주지역본부,알루미늄 압출물(Aluminium Extrusions),760421,"760410,760421,760429,760810,760820,761010,761090",2023-05-19,반덤핑(규제중),AU,20101028,20251028,중국
동남아대양주지역본부,알루미늄 압출물(Aluminium Extrusions),760421,"760410,760421,760429,760810,760820,761010,761090",2023-05-19,상계관세(규제중),AU,20101028,20251028,중국
동남아대양주지역본부,알루미늄 압출물(Aluminium Extrusions),760429,"760410,760421,760429,760810,760820,761010,761090",2023-05-19,반덤핑(규제중),AU,20101028,20251028,중국
동남아대양주지역본부,알루미늄 압출물(Aluminium Extrusions),760429,"760410,760421,760429,760810,760820,761010,761090",2023-05-19,상계관세(규제중),AU,20101028,20251028,중국
동남아대양주지역본부,알루미늄 압출물(Aluminium Extrusions),760810,"760410,760421,760429,760810,760820,761010,761090",2023-05-19,반덤핑(규제중),AU,20101028,20251028,중국
동남아대양주지역본부,알루미늄 압출물(Aluminium Extrusions),760810,"760410,760421,760429,760810,760820,761010,761090",2023-05-19,상계관세(규제중),AU,20101028,20251028,중국
동남아대양주지역본부,알루미늄 압출물(Aluminium Extrusions),760820,"760410,760421,760429,760810,760820,761010,761090",2023-05-19,반덤핑(규제중),AU,20101028,20251028,중국
동남아대양주지역본부,알루미늄 압출물(Aluminium Extrusions),760820,"760410,760421,760429,760810,760820,761010,761090",2023-05-19,상계관세(규제중),AU,20101028,20251028,중국
동남아대양주지역본부,알루미늄 압출물(Aluminium Extrusions),761010,"760410,760421,760429,760810,760820,761010,761090",2023-05-19,반덤핑(규제중),AU,20101028,20251028,중국
동남아대양주지역본부,알루미늄 압출물(Aluminium Extrusions),761010,"760410,760421,760429,760810,760820,761010,761090",2023-05-19,상계관세(규제중),AU,20101028,20251028,중국
동남아대양주지역본부,알루미늄 압출물(Aluminium Extrusions),761090,"760410,760421,760429,760810,760820,761010,761090",2023-05-19,반덤핑(규제중),AU,20101028,20251028,중국
동남아대양주지역본부,알루미늄 압출물(Aluminium Extrusions),761090,"760410,760421,760429,760810,760820,761010,761090",2023-05-19,상계관세(규제중),AU,20101028,20251028,중국
동남아대양주지역본부,열간 압연 코일 강철(Hot rolled coil steel),721119,"720825,720826,20827,720836,720837,720838,720839,720853,720854,720890,721114,721119",2023-05-19,반덤핑(규제중),AU,20121220,20271220,대만
동남아대양주지역본부,열간 압연 코일 강철(Hot rolled coil steel),721114,"720825,720826,20827,720836,720837,720838,720839,720853,720854,720890,721114,721119",2023-05-19,반덤핑(규제중),AU,20121220,20271220,대만
동남아대양주지역본부,열연 철강구조물류(Hot Rolled Structural Steel Sections),722870,"721631,721632,721633,721640,721650,722870",2023-05-19,반덤핑(규제중),AU,20141120,20241120,"한국, 일본, 대만, 태국"
동남아대양주지역본부,열연 철강구조물류(Hot Rolled Structural Steel Sections),721650,"721631,721632,721633,721640,721650,722870",2023-05-19,반덤핑(규제중),AU,20141120,20241120,"한국, 일본, 대만, 태국"
유럽지역본부,알루미늄 컨버터 호일(Aluminium converter foil),760711,76071119,2023-05-19,상계관세(규제중),FR,20211223,20261223,중국
유럽지역본부,알루미늄 평판 압연 제품(Aluminium flat-rolled products),760611,"7606111025,7606111086,7606119125,7606119186,7606119325,7606119386,7606119925,7606119986,7606122025,7606122086,7606129225,7606129295,7606129386,7606129925,7606129986,7606910025,7606910086,7606920025,7606920086,7607119044,7607119048,7607119051,7607119053,7607119065,7607119071,7607119073,7607119075,7607119077,7607119091,7607119093,7607199075,7607199086",2023-05-19,반덤핑(규제중),AT,20211012,20261012,중국
유럽지역본부,알루미늄 평판 압연 제품(Aluminium flat-rolled products),760611,"7606111025,7606111086,7606119125,7606119186,7606119325,7606119386,7606119925,7606119986,7606122025,7606122086,7606129225,7606129295,7606129386,7606129925,7606129986,7606910025,7606910086,7606920025,7606920086,7607119044,7607119048,7607119051,7607119053,7607119065,7607119071,7607119073,7607119075,7607119077,7607119091,7607119093,7607199075,7607199086",2023-05-19,반덤핑(규제중),BE,20211012,20261012,중국
유럽지역본부,알루미늄 컨버터 호일 (Aluminium converter foil),760711,"7607111960,7607111991",2023-05-19,반덤핑(규제중),CZ,20211209,20261209,중국
유럽지역본부,알루미늄 컨버터 호일 (Aluminium converter foil),760711,"7607111960,7607111991",2023-05-19,반덤핑(규제중),BG,20211209,20261209,중국
유럽지역본부,알루미늄 컨버터 호일 (Aluminium converter foil),760711,"7607111960,7607111991",2023-05-19,반덤핑(규제중),BE,20211209,20261209,중국
유럽지역본부,알루미늄 압출(Aluminium extrusions),760820,"7604101011,7604109011,7604109025,7604109080,760421,76042910,76042990,7608100011,7608100080,76082081,76082089,7610909010",2023-05-19,반덤핑(규제중),CZ,20210331,20260331,중국
유럽지역본부,알루미늄 압출(Aluminium extrusions),760820,"7604101011,7604109011,7604109025,7604109080,760421,76042910,76042990,7608100011,7608100080,76082081,76082089,7610909010",2023-05-19,반덤핑(규제중),DE,20210331,20260331,중국
유럽지역본부,알루미늄 압출(Aluminium extrusions),760820,"7604101011,7604109011,7604109025,7604109080,760421,76042910,76042990,7608100011,7608100080,76082081,76082089,7610909010",2023-05-19,반덤핑(규제중),DK,20210331,20260331,중국
유럽지역본부,알루미늄 압출(Aluminium extrusions),760820,"7604101011,7604109011,7604109025,7604109080,760421,76042910,76042990,7608100011,7608100080,76082081,76082089,7610909010",2023-05-19,반덤핑(규제중),ES,20210331,20260331,중국
유럽지역본부,알루미늄 압출(Aluminium extrusions),760820,"7604101011,7604109011,7604109025,7604109080,760421,76042910,76042990,7608100011,7608100080,76082081,76082089,7610909010",2023-05-19,반덤핑(규제중),FI,20210331,20260331,중국
유럽지역본부,알루미늄 압출(Aluminium extrusions),760820,"7604101011,7604109011,7604109025,7604109080,760421,76042910,76042990,7608100011,7608100080,76082081,76082089,7610909010",2023-05-19,반덤핑(규제중),FR,20210331,20260331,중국
유럽지역본부,알루미늄 압출(Aluminium extrusions),761090,"7604101011,7604109011,7604109025,7604109080,760421,76042910,76042990,7608100011,7608100080,76082081,76082089,7610909010",2023-05-19,반덤핑(규제중),AT,20210331,20260331,중국
유럽지역본부,알루미늄 압출(Aluminium extrusions),761090,"7604101011,7604109011,7604109025,7604109080,760421,76042910,76042990,7608100011,7608100080,76082081,76082089,7610909010",2023-05-19,반덤핑(규제중),BE,20210331,20260331,중국
유럽지역본부,알루미늄 압출(Aluminium extrusions),761090,"7604101011,7604109011,7604109025,7604109080,760421,76042910,76042990,7608100011,7608100080,76082081,76082089,7610909010",2023-05-19,반덤핑(규제중),BG,20210331,20260331,중국
유럽지역본부,알루미늄 압출(Aluminium extrusions),761090,"7604101011,7604109011,7604109025,7604109080,760421,76042910,76042990,7608100011,7608100080,76082081,76082089,7610909010",2023-05-19,반덤핑(규제중),CZ,20210331,20260331,중국
유럽지역본부,알루미늄 압출(Aluminium extrusions),761090,"7604101011,7604109011,7604109025,7604109080,760421,76042910,76042990,7608100011,7608100080,76082081,76082089,7610909010",2023-05-19,반덤핑(규제중),DE,20210331,20260331,중국
유럽지역본부,알루미늄 압출(Aluminium extrusions),761090,"7604101011,7604109011,7604109025,7604109080,760421,76042910,76042990,7608100011,7608100080,76082081,76082089,7610909010",2023-05-19,반덤핑(규제중),DK,20210331,20260331,중국
유럽지역본부,알루미늄 압출(Aluminium extrusions),761090,"7604101011,7604109011,7604109025,7604109080,760421,76042910,76042990,7608100011,7608100080,76082081,76082089,7610909010",2023-05-19,반덤핑(규제중),ES,20210331,20260331,중국
유럽지역본부,알루미늄 압출(Aluminium extrusions),761090,"7604101011,7604109011,7604109025,7604109080,760421,76042910,76042990,7608100011,7608100080,76082081,76082089,7610909010",2023-05-19,반덤핑(규제중),FI,20210331,20260331,중국
유럽지역본부,알루미늄 압출(Aluminium extrusions),761090,"7604101011,7604109011,7604109025,7604109080,760421,76042910,76042990,7608100011,7608100080,76082081,76082089,7610909010",2023-05-19,반덤핑(규제중),FR,20210331,20260331,중국
유럽지역본부,알루미늄 컨버터 호일 (Aluminium converter foil),760711,"7607111960,7607111991",2023-05-19,반덤핑(규제중),AT,20211209,20261209,중국
유럽지역본부,알루미늄 평판 압연 제품(Aluminium flat-rolled products),760611,"7606111025,7606111086,7606119125,7606119186,7606119325,7606119386,7606119925,7606119986,7606122025,7606122086,7606129225,7606129295,7606129386,7606129925,7606129986,7606910025,7606910086,7606920025,7606920086,7607119044,7607119048,7607119051,7607119053,7607119065,7607119071,7607119073,7607119075,7607119077,7607119091,7607119093,7607199075,7607199086",2023-05-19,반덤핑(규제중),BG,20211012,20261012,중국
유럽지역본부,알루미늄 평판 압연 제품(Aluminium flat-rolled products),760611,"7606111025,7606111086,7606119125,7606119186,7606119325,7606119386,7606119925,7606119986,7606122025,7606122086,7606129225,7606129295,7606129386,7606129925,7606129986,7606910025,7606910086,7606920025,7606920086,7607119044,7607119048,7607119051,7607119053,7607119065,7607119071,7607119073,7607119075,7607119077,7607119091,7607119093,7607199075,7607199086",2023-05-19,반덤핑(규제중),CZ,20211012,20261012,중국
유럽지역본부,알루미늄 평판 압연 제품(Aluminium flat-rolled products),760691,"7606111025,7606111086,7606119125,7606119186,7606119325,7606119386,7606119925,7606119986,7606122025,7606122086,7606129225,7606129295,7606129386,7606129925,7606129986,7606910025,7606910086,7606920025,7606920086,7607119044,7607119048,7607119051,7607119053,7607119065,7607119071,7607119073,7607119075,7607119077,7607119091,7607119093,7607199075,7607199086",2023-05-19,반덤핑(규제중),DK,20211012,20261012,중국
유럽지역본부,알루미늄 컨버터 호일(Aluminium converter foil),760711,76071119,2023-05-19,상계관세(규제중),FI,20211223,20261223,중국
유럽지역본부,알루미늄 컨버터 호일(Aluminium converter foil),760711,76071119,2023-05-19,상계관세(규제중),ES,20211223,20261223,중국
동남아대양주지역본부,열연 철강구조물류(Hot Rolled Structural Steel Sections),721640,"721631,721632,721633,721640,721650,722870",2023-05-19,반덤핑(규제중),AU,20141120,20241120,"한국, 일본, 대만, 태국"
동남아대양주지역본부,열연 철강구조물류(Hot Rolled Structural Steel Sections),721633,"721631,721632,721633,721640,721650,722870",2023-05-19,반덤핑(규제중),AU,20141120,20241120,"한국, 일본, 대만, 태국"
동남아대양주지역본부,열연 철강구조물류(Hot Rolled Structural Steel Sections),721632,"721631,721632,721633,721640,721650,722870",2023-05-19,반덤핑(규제중),AU,20141120,20241120,"한국, 일본, 대만, 태국"
동남아대양주지역본부,열연 철강구조물류(Hot Rolled Structural Steel Sections),721631,"721631,721632,721633,721640,721650,722870",2023-05-19,반덤핑(규제중),AU,20141120,20241120,"한국, 일본, 대만, 태국"
동남아대양주지역본부,알루미늄 아연 도금강판(Aluminium Zinc coated steel),721061,721061,2023-05-19,반덤핑(규제중),AU,20130805,20230805,중국
동남아대양주지역본부,"알루미늄 아연 도금강판(Aluminium Zinc coated steel, ≥600mm)",721061,"721061,722599",2023-05-19,반덤핑(규제중),AU,20211224,20261224,"한국, 베트남"
동남아대양주지역본부,"알루미늄 아연 도금강판(Aluminium Zinc coated steel, ≥600mm)",722599,"721061,722599",2023-05-19,반덤핑(규제중),AU,20211224,20261224,"한국, 베트남"
동남아대양주지역본부,알루미늄 아연 도금강판(Aluminium zinc coated steel),721061,721061,2023-05-19,상계관세(규제중),AU,20130805,20230805,중국
동남아대양주지역본부,알루미늄 압출물(Aluminium Extrusions(mill finish)),760410,"760410,760421,760429,760810,760820,761010,761090",2023-05-19,반덤핑(규제중),AU,20210602,20260602,말레이시아
동남아대양주지역본부,알루미늄 압출물(Aluminium Extrusions(mill finish)),760421,"760410,760421,760429,760810,760820,761010,761090",2023-05-19,반덤핑(규제중),AU,20210602,20260602,말레이시아
동남아대양주지역본부,알루미늄 압출물(Aluminium Extrusions(mill finish)),760429,"760410,760421,760429,760810,760820,761010,761090",2023-05-19,반덤핑(규제중),AU,20210602,20260602,말레이시아
동남아대양주지역본부,알루미늄 압출물(Aluminium Extrusions(mill finish)),760810,"760410,760421,760429,760810,760820,761010,761090",2023-05-19,반덤핑(규제중),AU,20210602,20260602,말레이시아
동남아대양주지역본부,알루미늄 압출물(Aluminium Extrusions(mill finish)),760820,"760410,760421,760429,760810,760820,761010,761090",2023-05-19,반덤핑(규제중),AU,20210602,20260602,말레이시아
유럽지역본부,열연 평판 및 코일 제품(Hot-rolled Flat and Coil Products),720840,"72081000,7208260000,7208270000,7208360000,7208370010,7226191090,7211130000,7208390010,7226919900,7208250000,7208400010,7208529900,7208531000,7208539000,7208370090,7208380010,7226919100,7208390090,7211140090,7208521000,7211190010,7225309000,7225406090,7225409000,7208540000,7208380090,7208400090,7211140010,7211190090,7225191090",2023-05-19,반덤핑(조사중),GB,,,중국
유럽지역본부,알루미늄 컨버터 호일 (Aluminium converter foil),760711,"7607111960,7607111991",2023-05-19,반덤핑(규제중),DE,20211209,20261209,중국
유럽지역본부,알루미늄 컨버터 호일 (Aluminium converter foil),760711,"7607111960,7607111991",2023-05-19,반덤핑(규제중),DK,20211209,20261209,중국
유럽지역본부,알루미늄 컨버터 호일 (Aluminium converter foil),760711,"7607111960,7607111991",2023-05-19,반덤핑(규제중),ES,20211209,20261209,중국
유럽지역본부,알루미늄 컨버터 호일 (Aluminium converter foil),760711,"7607111960,7607111991",2023-05-19,반덤핑(규제중),FI,20211209,20261209,중국
유럽지역본부,알루미늄 컨버터 호일 (Aluminium converter foil),760711,"7607111960,7607111991",2023-05-19,반덤핑(규제중),FR,20211209,20261209,중국
유럽지역본부,알루미늄 컨버터 호일(Aluminium converter foil),760711,76071119,2023-05-19,상계관세(규제중),AT,20211223,20261223,중국
유럽지역본부,알루미늄 컨버터 호일(Aluminium converter foil),760711,76071119,2023-05-19,상계관세(규제중),BE,20211223,20261223,중국
유럽지역본부,알루미늄 컨버터 호일(Aluminium converter foil),760711,76071119,2023-05-19,상계관세(규제중),BG,20211223,20261223,중국
유럽지역본부,알루미늄 컨버터 호일(Aluminium converter foil),760711,76071119,2023-05-19,상계관세(규제중),CZ,20211223,20261223,중국
유럽지역본부,알루미늄 컨버터 호일(Aluminium converter foil),760711,76071119,2023-05-19,상계관세(규제중),DE,20211223,20261223,중국
유럽지역본부,알루미늄 컨버터 호일(Aluminium converter foil),760711,76071119,2023-05-19,상계관세(규제중),DK,20211223,20261223,중국
유럽지역본부,알루미늄 평판 압연 제품(Aluminium flat-rolled products),760711,"7606111025,7606111086,7606119125,7606119186,7606119325,7606119386,7606119925,7606119986,7606122025,7606122086,7606129225,7606129295,7606129386,7606129925,7606129986,7606910025,7606910086,7606920025,7606920086,7607119044,7607119048,7607119051,7607119053,7607119065,7607119071,7607119073,7607119075,7607119077,7607119091,7607119093,7607199075,7607199086",2023-05-19,반덤핑(규제중),CZ,20211012,20261012,중국
유럽지역본부,알루미늄 평판 압연 제품(Aluminium flat-rolled products),760711,"7606111025,7606111086,7606119125,7606119186,7606119325,7606119386,7606119925,7606119986,7606122025,7606122086,7606129225,7606129295,7606129386,7606129925,7606129986,7606910025,7606910086,7606920025,7606920086,7607119044,7607119048,7607119051,7607119053,7607119065,7607119071,7607119073,7607119075,7607119077,7607119091,7607119093,7607199075,7607199086",2023-05-19,반덤핑(규제중),DE,20211012,20261012,중국
북미지역본부,특정 라인 파이프(Certain Line Pipe 1),730511,"7304190013,7304190014,7304190015,7304190016,7304190019,7304190023,7304190024,7304190025,7304190026,7304190029,7304190061,7304190062,7304190063,7304190064,7304190069,7304190071,7304190072,7304190073,7304190079,7305110031,7305110032,7305110033,7305110034,7305110039,7305120031,7305120032,7305120033,7305120034,7305120039,7305120041,7305120042,7305120043,7305120044,7305120049,7305190031,7305190032,7305190033,7305190034,7305190039,7306190010,7306190090",2023-05-19,반덤핑(규제중),CA,20160329,20270106,중국
북미지역본부,특정 라인 파이프(Certain Line Pipe 1),730419,"7304190013,7304190014,7304190015,7304190016,7304190019,7304190023,7304190024,7304190025,7304190026,7304190029,7304190061,7304190062,7304190063,7304190064,7304190069,7304190071,7304190072,7304190073,7304190079,7305110031,7305110032,7305110033,7305110034,7305110039,7305120031,7305120032,7305120033,7305120034,7305120039,7305120041,7305120042,7305120043,7305120044,7305120049,7305190031,7305190032,7305190033,7305190034,7305190039,7306190010,7306190090",2023-05-19,상계관세(규제중),CA,20160329,20270106,중국
북미지역본부,특정 알루미늄 압출(Certain Aluminum Extrusions),761010,"7604100030,7604100040,7604210010,7604210090,7604290011,7604290019,7604290021,7604290029,7604290030,7608100010,7608100090,7608200000,7610100010,7610100020,7610100030,7610901000,7610909010,7610909020,7610909030,7610909090",2023-05-19,상계관세(규제중),CA,20200113,20250112,중국
북미지역본부,특정 알루미늄 압출(Certain Aluminum Extrusions),760820,"7604100030,7604100040,7604210010,7604210090,7604290011,7604290019,7604290021,7604290029,7604290030,7608100010,7608100090,7608200000,7610100010,7610100020,7610100030,7610901000,7610909010,7610909020,7610909030,7610909090",2023-05-19,반덤핑(규제중),CA,20200113,20250112,중국
북미지역본부,특정 알루미늄 압출(Certain Aluminum Extrusions),760810,"7604100030,7604100040,7604210010,7604210090,7604290011,7604290019,7604290021,7604290029,7604290030,7608100010,7608100090,7608200000,7610100010,7610100020,7610100030,7610901000,7610909010,7610909020,7610909030,7610909090",2023-05-19,상계관세(규제중),CA,20200113,20250112,중국
북미지역본부,특정 알루미늄 압출(Certain Aluminum Extrusions),760810,"7604100030,7604100040,7604210010,7604210090,7604290011,7604290019,7604290021,7604290029,7604290030,7608100010,7608100090,7608200000,7610100010,7610100020,7610100030,7610901000,7610909010,7610909020,7610909030,7610909090",2023-05-19,반덤핑(규제중),CA,20200113,20250112,중국
북미지역본부,특정 알루미늄 압출(Certain Aluminum Extrusions),760429,"7604100030,7604100040,7604210010,7604210090,7604290011,7604290019,7604290021,7604290029,7604290030,7608100010,7608100090,7608200000,7610100010,7610100020,7610100030,7610901000,7610909010,7610909020,7610909030,7610909090",2023-05-19,상계관세(규제중),CA,20200113,20250112,중국
북미지역본부,특정 알루미늄 압출(Certain Aluminum Extrusions),760429,"7604100030,7604100040,7604210010,7604210090,7604290011,7604290019,7604290021,7604290029,7604290030,7608100010,7608100090,7608200000,7610100010,7610100020,7610100030,7610901000,7610909010,7610909020,7610909030,7610909090",2023-05-19,반덤핑(규제중),CA,20200113,20250112,중국
유럽지역본부,철근 (콘크리트용 철근)( Rebars (certain concrete reinforcement bars and rods)),721420,"7214100010,7214200020,7214300010,7214911010,7214919010,7214991010,7214999510",2023-05-19,반덤핑(규제중),FI,20170617,20220617,벨라루스
유럽지역본부,철강 풍력발전 타워 (Steel wind towers),850231,"7308200011,7308909811,8502310011,8502310085",2023-05-19,반덤핑(규제중),BG,20211217,20261227,중국
유럽지역본부,철강 풍력발전 타워 (Steel wind towers),850231,"7308200011,7308909811,8502310011,8502310085",2023-05-19,반덤핑(규제중),BE,20211217,20261227,중국
유럽지역본부,철강 풍력발전 타워 (Steel wind towers),850231,"7308200011,7308909811,8502310011,8502310085",2023-05-19,반덤핑(규제중),AT,20211217,20261227,중국
유럽지역본부,"철, 비합금 및 기타 합금강의 열연 평판 제품 (특정)(Hot-rolled flat products (of iron, non-alloy or other alloy steel)(certain))",722619,"720810,720825,720826,720827,720836,720837,720838,720839,720840,72085210,72085299,72085310,72085390,720854,721114,721119,7225406090,72254090,7226191090,72269191,72269199",2023-05-19,반덤핑(규제중),AT,20170406,20220406,중국
유럽지역본부,"철, 비합금 및 기타 합금강의 열연 평판 제품 (특정)(Hot-rolled flat products (of iron, non-alloy or other alloy steel)(certain))",722619,"720810,720825,720826,720827,720836,720837,720838,720839,720840,72085210,72085299,72085310,72085390,720854,721114,721119,7225406090,72254090,7226191090,72269191,72269199",2023-05-19,반덤핑(규제중),BE,20170406,20220406,중국
유럽지역본부,"철, 비합금 및 기타 합금강의 열연 평판 제품 (특정)(Hot-rolled flat products (of iron, non-alloy or other alloy steel)(certain))",722619,"720810,720825,720826,720827,720836,720837,720838,720839,720840,72085210,72085299,72085310,72085390,720854,721114,721119,7225406090,72254090,7226191090,72269191,72269199",2023-05-19,반덤핑(규제중),BG,20170406,20220406,중국
유럽지역본부,"철, 비합금 및 기타 합금강의 열연 평판 제품 (특정)(Hot-rolled flat products (of iron, non-alloy or other alloy steel)(certain))",722619,"720810,720825,720826,720827,720836,720837,720838,720839,720840,72085210,72085299,72085310,72085390,720854,721114,721119,7225406090,72254090,7226191090,72269191,72269199",2023-05-19,반덤핑(규제중),CZ,20170406,20220406,중국
유럽지역본부,"철, 비합금 및 기타 합금강의 열연 평판 제품 (특정)(Hot-rolled flat products (of iron, non-alloy or other alloy steel)(certain))",722619,"720810,720825,720826,720827,720836,720837,720838,720839,720840,72085210,72085299,72085310,72085390,720854,721114,721119,7225406090,72254090,7226191090,72269191,72269199",2023-05-19,반덤핑(규제중),DE,20170406,20220406,중국
유럽지역본부,"철, 비합금 및 기타 합금강의 열연 평판 제품 (특정)(Hot-rolled flat products (of iron, non-alloy or other alloy steel)(certain))",722619,"720810,720825,720826,720827,720836,720837,720838,720839,720840,72085210,72085299,72085310,72085390,720854,721114,721119,7225406090,72254090,7226191090,72269191,72269199",2023-05-19,반덤핑(규제중),DK,20170406,20220406,중국
유럽지역본부,"철, 비합금 및 기타 합금강의 열연 평판 제품 (특정)(Hot-rolled flat products (of iron, non-alloy or other alloy steel)(certain))",722619,"720810,720825,720826,720827,720836,720837,720838,720839,720840,72085210,72085299,72085310,72085390,720854,721114,721119,7225406090,72254090,7226191090,72269191,72269199",2023-05-19,반덤핑(규제중),ES,20170406,20220406,중국
유럽지역본부,"철, 비합금 및 기타 합금강의 열연 평판 제품 (특정)(Hot-rolled flat products (of iron, non-alloy or other alloy steel)(certain))",722619,"720810,720825,720826,720827,720836,720837,720838,720839,720840,72085210,72085299,72085310,72085390,720854,721114,721119,7225406090,72254090,7226191090,72269191,72269199",2023-05-19,반덤핑(규제중),FI,20170406,20220406,중국
유럽지역본부,"철, 비합금 및 기타 합금강의 열연 평판 제품 (특정)(Hot-rolled flat products (of iron, non-alloy or other alloy steel)(certain))",722619,"720810,720825,720826,720827,720836,720837,720838,720839,720840,72085210,72085299,72085310,72085390,720854,721114,721119,7225406090,72254090,7226191090,72269191,72269199",2023-05-19,반덤핑(규제중),FR,20170406,20220406,중국
유럽지역본부,철강 풍력발전 타워 (Steel wind towers),730890,"7308200011,7308909811,8502310011,8502310085",2023-05-19,반덤핑(규제중),FR,20211217,20261227,중국
유럽지역본부,철강 풍력발전 타워 (Steel wind towers),730890,"7308200011,7308909811,8502310011,8502310085",2023-05-19,반덤핑(규제중),FI,20211217,20261227,중국
유럽지역본부,철강 풍력발전 타워 (Steel wind towers),730890,"7308200011,7308909811,8502310011,8502310085",2023-05-19,반덤핑(규제중),ES,20211217,20261227,중국
유럽지역본부,철강 풍력발전 타워 (Steel wind towers),730890,"7308200011,7308909811,8502310011,8502310085",2023-05-19,반덤핑(규제중),DK,20211217,20261227,중국
북미지역본부,특정 라인 파이프(Certain Line Pipe 1),730511,"7304190013,7304190014,7304190015,7304190016,7304190019,7304190023,7304190024,7304190025,7304190026,7304190029,7304190061,7304190062,7304190063,7304190064,7304190069,7304190071,7304190072,7304190073,7304190079,7305110031,7305110032,7305110033,7305110034,7305110039,7305120031,7305120032,7305120033,7305120034,7305120039,7305120041,7305120042,7305120043,7305120044,7305120049,7305190031,7305190032,7305190033,7305190034,7305190039,7306190010,7306190090",2023-05-19,상계관세(규제중),CA,20160329,20270106,중국
북미지역본부,특정 라인 파이프(Certain Line Pipe 1),730512,"7304190013,7304190014,7304190015,7304190016,7304190019,7304190023,7304190024,7304190025,7304190026,7304190029,7304190061,7304190062,7304190063,7304190064,7304190069,7304190071,7304190072,7304190073,7304190079,7305110031,7305110032,7305110033,7305110034,7305110039,7305120031,7305120032,7305120033,7305120034,7305120039,7305120041,7305120042,7305120043,7305120044,7305120049,7305190031,7305190032,7305190033,7305190034,7305190039,7306190010,7306190090",2023-05-19,반덤핑(규제중),CA,20160329,20270106,중국
북미지역본부,"트레일러 차대
(Container chassis) ",871680,"8706009090,8716399090,8716400000,8716802090,8716903000,8716909910,8716909990",2023-05-19,반덤핑(규제중),CA,20220218,20270217,중국
북미지역본부,특정 알루미늄 압출(Certain Aluminum Extrusions),760410,"7604100030,7604100040,7604210010,7604210090,7604290011,7604290019,7604290021,7604290029,7604290030,7608100010,7608100090,7608200000,7610100010,7610100020,7610100030,7610901000,7610909010,7610909020,7610909030,7610909090",2023-05-19,상계관세(규제중),CA,20200113,20250112,중국
북미지역본부,특정 알루미늄 압출(Certain Aluminum Extrusions),760421,"7604100030,7604100040,7604210010,7604210090,7604290011,7604290019,7604290021,7604290029,7604290030,7608100010,7608100090,7608200000,7610100010,7610100020,7610100030,7610901000,7610909010,7610909020,7610909030,7610909090",2023-05-19,반덤핑(규제중),CA,20200113,20250112,중국
북미지역본부,특정 알루미늄 압출(Certain Aluminum Extrusions),760421,"7604100030,7604100040,7604210010,7604210090,7604290011,7604290019,7604290021,7604290029,7604290030,7608100010,7608100090,7608200000,7610100010,7610100020,7610100030,7610901000,7610909010,7610909020,7610909030,7610909090",2023-05-19,상계관세(규제중),CA,20200113,20250112,중국
북미지역본부,특정 강철 격자(Certain Steel Grating),730890,"7308900010,7308900020,7308900030,7308900040,7308900050,7308900060,7308900095,7308900096,7308900099",2023-05-19,상계관세(규제중),CA,20160418,20270201,중국
북미지역본부,특정 구리 파이프 피팅(Certain Cop/ Pipe Fittings 2),741220,"7412100011,7412100019,7412100090,7412200011,7412200012,7412200019,7412200090",2023-05-19,상계관세(규제중),CA,20180525,20230524,베트남
북미지역본부,특정 구리 파이프 피팅(Certain Cop/ Pipe Fittings 2),741220,"7412100011,7412100019,7412100090,7412200011,7412200012,7412200019,7412200090",2023-05-19,반덤핑(규제중),CA,20180525,20230524,베트남
북미지역본부,특정 구리 파이프 피팅(Certain Cop/ Pipe Fittings 2),741210,"7412100011,7412100019,7412100090,7412200011,7412200012,7412200019,7412200090",2023-05-19,상계관세(규제중),CA,20180525,20230524,베트남
북미지역본부,특정 구리 파이프 피팅(Certain Cop/ Pipe Fittings 2),741210,"7412100011,7412100019,7412100090,7412200011,7412200012,7412200019,7412200090",2023-05-19,반덤핑(규제중),CA,20180525,20230524,베트남
북미지역본부,특정 라인 파이프(Certain Line Pipe 1),730419,"7304190013,7304190014,7304190015,7304190016,7304190019,7304190023,7304190024,7304190025,7304190026,7304190029,7304190061,7304190062,7304190063,7304190064,7304190069,7304190071,7304190072,7304190073,7304190079,7305110031,7305110032,7305110033,7305110034,7305110039,7305120031,7305120032,7305120033,7305120034,7305120039,7305120041,7305120042,7305120043,7305120044,7305120049,7305190031,7305190032,7305190033,7305190034,7305190039,7306190010,7306190090",2023-05-19,반덤핑(규제중),CA,20160329,20270106,중국
북미지역본부,특정 대형 라인 파이프(Certain Large Line Pipe),730419,"7304190081,7304190082,7304190083,7304190084,7304190089,7305110041,7305110042,7305110043,7305110044,7305110049,7305120041,7305120042,7305120043,7305120044,7305120049,7305190022,7305190023,7305190024,7305190025",2023-05-19,반덤핑(규제중),CA,,,"중국, 일본"
북미지역본부,특정 대형 라인 파이프(Certain Large Line Pipe),730419,"7304190081,7304190082,7304190083,7304190084,7304190089,7305110041,7305110042,7305110043,7305110044,7305110049,7305120041,7305120042,7305120043,7305120044,7305120049,7305190022,7305190023,7305190024,7305190025",2023-05-19,상계관세(규제중),CA,,,중국
